date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:17	42/42	---M--	200	added ('OK')	text/plain	date:Thu,%2020%20Jan%202022%2013:10:23%20GMT	https://www.alliancehighschool.ac.ke/robots.txt		(from )
13:15:20	157973/157973	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Aug%202024%2010:15:14%20GMT	https://www.alliancehighschool.ac.ke/	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/index.html	(from )
13:15:20	15194/15194	---M-Z	200	added ('OK')	text/css	date:Fri,%2008%20Mar%202024%2011:40:31%20GMT	https://www.alliancehighschool.ac.ke/wp-content/uploads/blocksy/css/global.css?ver=98031	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/uploads/blocksy/css/global885f.css	(from https://www.alliancehighschool.ac.ke/)
13:15:21	1712/1712	---M-Z	200	added ('OK')	application/rss+xml	etag:%22662d9349aec120fe542a6c349475b962%22	https://www.alliancehighschool.ac.ke/comments/feed/	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/comments/feed/index.html	(from https://www.alliancehighschool.ac.ke/)
13:15:22	385/385	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Dec%202023%2019:46:11%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/embed-pdf-viewer/css/embed-pdf-viewer.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/embed-pdf-viewer/css/embed-pdf-viewerb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:22	87331/87331	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:52%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.11.5	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/elementor/assets/css/frontend-lite.mina3be.css	(from https://www.alliancehighschool.ac.ke/)
13:15:22	8126/8126	---M-Z	200	added ('OK')	text/css	date:Sun,%2014%20Jan%202024%2009:33:43%20GMT	https://www.alliancehighschool.ac.ke/wp-content/uploads/elementor/css/post-182.css?ver=1705224823	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/uploads/elementor/css/post-1826a5b.css	(from https://www.alliancehighschool.ac.ke/)
13:15:22	327246/327246	---MCZ	200	added ('OK')	application/rss+xml	etag:%22662d9349aec120fe542a6c349475b962%22	https://www.alliancehighschool.ac.ke/feed/	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/feed/index.html	(from https://www.alliancehighschool.ac.ke/)
13:15:23	112419/112419	---M-Z	200	added ('OK')	text/css	date:Wed,%2024%20Jul%202024%2000:37:18%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dist/block-library/style.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dist/block-library/style.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:23	85661/85661	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2000:36:01%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dist/components/style.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dist/components/style.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:24	1980/1980	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2000:36:01%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dist/preferences/style.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dist/preferences/style.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:25	115744/115744	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2000:36:01%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dist/block-editor/style.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dist/block-editor/style.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:25	542/542	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2000:36:01%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dist/reusable-blocks/style.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dist/reusable-blocks/style.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:25	1773/1773	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2000:36:01%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dist/patterns/style.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dist/patterns/style.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:26	191/191	---M--	200	added ('OK')	text/css	date:Thu,%2021%20Dec%202023%2019:34:30%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/algori-pdf-viewer/dist/blocks.style.build.css	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/algori-pdf-viewer/dist/blocks.style.build.css	(from https://www.alliancehighschool.ac.ke/)
13:15:26	30322/30322	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/Gutenberg/dist/blocks.style.build.css?ver=1690447136	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/Gutenberg/dist/blocks.style.build8ba2.css	(from https://www.alliancehighschool.ac.ke/)
13:15:27	38235/38235	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/assets/css/embedpress.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/assets/css/embedpressb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:27	124837/124837	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Dec%202023%2019:38:34%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.0.4	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons459e.css	(from https://www.alliancehighschool.ac.ke/)
13:15:27	59320/59320	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2000:36:01%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dist/editor/style.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dist/editor/style.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:28	19363/19363	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:53%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://www.alliancehighschool.ac.ke/)
13:15:29	16471/16471	---M-Z	200	added ('OK')	text/css	date:Mon,%2027%20Mar%202023%2006:42:53%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:29	1134/1134	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Jul%202023%2011:36:42%20GMT	https://www.alliancehighschool.ac.ke/wp-content/uploads/elementor/css/post-154.css?ver=1690285002	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/uploads/elementor/css/post-1544730.css	(from https://www.alliancehighschool.ac.ke/)
13:15:30	8153/8153	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/assets/css/embedpress-elementor.css?ver=3.8.2	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/assets/css/embedpress-elementor3fd0.css	(from https://www.alliancehighschool.ac.ke/)
13:15:30	136452/136452	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Jun%202024%2017:10:12%20GMT	https://www.alliancehighschool.ac.ke/wp-content/uploads/elementor/css/post-169.css?ver=1719162612	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/uploads/elementor/css/post-16946ad.css	(from https://www.alliancehighschool.ac.ke/)
13:15:31	32499/32499	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Jul%202023%2008:38:56%20GMT	https://www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/assets/css/plyr.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-content/plugins/embedpress/assets/css/plyrb6a4.css	(from https://www.alliancehighschool.ac.ke/)
13:15:31	59016/59016	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Mar%202021%2008:46:22%20GMT	https://www.alliancehighschool.ac.ke/wp-includes/css/dashicons.min.css?ver=6.6.1	C:/Users/HP/OneDrive/Desktop/Tutorials/Alayo/www.alliancehighschool.ac.ke/wp-includes/css/dashicons.minb6a4.css	(from https://www.alliancehighschool.ac.ke/)
